,count_x,title,poster,release_date,over_view
69,69,한마 바키,/t/p/w94_and_h141_bestv2/25NjkIfnbtINhr3FW9TMJ8FSVUM.jpg,"9월 30, 2021","지상 최강의 생명체인 아버지를 쓰러뜨려야 하는 숙명을 타고난 남자, 한마 바키. 사상 초유의 부자 대결을 앞두고, 미국 최강의 죄수 미스터 언체인과 싸우기 위해 제 발로 교도소에 들어간다."
70,70,나르코스: 멕시코,/t/p/w94_and_h141_bestv2/zAYKQ2hi9bUhJhgFN5dse7ovMhQ.jpg,"11월 16, 2018",세상을 지배하려는 멕시코 마약왕. 누가 검은 야욕을 막을 것인가. 부패한 권력? 무너진 정의? 세상을 지키려는 신념으로 뭉친 미국 마약단속국 요원이 그를 뒤쫓는다.
71,71,라그나로크,/t/p/w94_and_h141_bestv2/1LRLLWGvs5sZdTzuMqLEahb88Pc.jpg,"1월 31, 2020","노르웨이의 작은 마을에 이상한 일들이 일어난다. 따뜻한 겨울과 엄청난 폭우. 또 다른 종말이, 라그나로크가 다가오는 걸까. 너무 늦기 전에, 누군가 막아야만 한다."
72,72,사브리나의 오싹한 모험,/t/p/w94_and_h141_bestv2/p3X4ws2oGdawxl4Xhqg16nN7jB2.jpg,"10월 26, 2018","평범한 10대 소녀와 마법을 부리는 마녀. 둘 중 어느 쪽이 더 좋을까? 반은 인간이고 반은 마녀인 사브리나. 이제 그녀의 선택에 따라, 완전히 새로운 인생이 시작된다."
73,73,바이오하자드: 더 시리즈,/t/p/w94_and_h141_bestv2/rmLvn4w4HMdxobPkjmIqrhJiXDO.jpg,"7월 14, 2022","T-바이러스가 발견된 지 거의 30년이 된 지금, 바이러스의 창궐로 엄브렐라 코퍼레이션의 사악한 음모가 드러난다. 바이러스 감염으로 세계적인 대재앙이 일어난 지 몇 년 후, 제이드 웨스커는 맹세한다. 감염자들에 맞서 생존 투쟁을 하면서, 이 모든 것의 원인이 된 자들을 쓰러뜨리겠다고."
74,74,어쩌다 대선 후보,/t/p/w94_and_h141_bestv2/ctc1hXhtXl986feByqbhBPbPshF.jpg,"1월 20, 2023","파리 외곽 주민 센터의 청소년 지도사가 프랑스 대통령 선거 결선에 오르는데. 자, 프랑스는 과연 사상 최초의 흑인 대통령을 맞을 준비가 되어 있을까?"
75,75,아케인,/t/p/w94_and_h141_bestv2/fqldf2t8ztc9aiwn3k6mlX3tvRT.jpg,"11월  6, 2021","2021년 11월 Netflix에서 방영을 시작한 애니메이션. 라이엇 게임즈의 League of Legends를 원작으로 한다. 지상 도시 필트오버와 그 아래의 지하 도시 자운. 극심하게 반목하는 두 쌍둥이 도시에서, 두 자매가 서로 반대편에 서서 싸우기에 이른다. 마법 기술과 신념의 충돌 속에서 전쟁이 시작된다."
76,76,"에밀리, 파리에 가다",/t/p/w94_and_h141_bestv2/qYGIf2QAhSIa5Xbf72QvLtte2e8.jpg,"10월  2, 2020","봉주르, 파리! 낭만의 도시에서 꿈의 직장을 갖게 된 에밀리. 프랑스어는 못하지만, 마케팅이라면 자신 있다. 그러나 쉽지 않은 인생. 사랑과 우정은 여기서도 복잡하다."
77,77,지옥,/t/p/w94_and_h141_bestv2/sgTu75c5PJsRHDMSna0ha8bhYWn.jpg,"11월 19, 2021","어느 날 기이한 존재로부터 지옥행을 선고받은 사람들. 지옥으로부터의 고지를 받은 자는 어김 없이 예정된 시간에 지옥의 사자들에게 끌려가는 일이 서울 한복판에서 모두가 지켜보는 가운데 일어난다. 충격과 두려움에 휩싸인 도시에 대혼란의 시대가 도래한 가운데, 신흥 종교 단체 새진리회의 의장 정진수는 이것이 진정으로 현실 세계에서 일어나고 있는 신의 집행임을 사람들에게 설파한다. 한편 일부는 새진리회에 맞서 싸우며 사건의 실체를 밝히려 한다."
78,78,투 핫! 독일,/t/p/w94_and_h141_bestv2/ffw52OgJiryYR7XiuEGPGOl9g1z.jpg,"2월 28, 2023",열대 낙원에 모인 10명의 근사한 싱글들. 20만 유로나 되는 상금을 거머쥐고 싶다고? 그렇다면 섹스는 완전히 포기하라!
79,79,크라임 씬: 텍사스 킬링 필드,/t/p/w94_and_h141_bestv2/h3WOQ5IxMaIIjiNO7Kb7em9ndRc.jpg,"11월 29, 2022",수십 년에 걸쳐 끔찍한 살인 사건이 연달아 일어났다. 그 해답을 찾으려는 유족들. 풀이 무성한 벌판과 고속도로가 길게 이어진 이곳에 그 답이 있다.
80,80,컵헤드 쇼!,/t/p/w94_and_h141_bestv2/l6nGUyxKCi7ODvyfc8qQShliVEd.jpg,"2월 18, 2022","말썽 가득한 모험을 즐기고 싶어? 어디로 튈지 모르는 컵헤드와 귀 얇은 머그맨, 이 두 형제를 따라와! 인기 비디오 게임이 원작인 애니메이션 시리즈."
81,81,플레이리스트,/t/p/w94_and_h141_bestv2/h8uwJF6ZCtujtDyvg8pcNdMe11B.jpg,"10월 13, 2022",스웨덴의 젊은 IT 사업가와 그의 파트너들. 합법적인 음원 스트리밍 플랫폼을 만들어 음악 산업계에 혁신적인 지각변동을 일으킨다. 그 실화를 바탕으로 만든 픽션 시리즈.
82,82,"28일, 유령의 집에서",/t/p/w94_and_h141_bestv2/AqcHMbvN4lkYUXKNalOxOFe025K.jpg,"10월 21, 2022",에드와 로레인 워런 부부의 가설에서 출발한 초자연 현상 실험. 미국에서 유령이 많이 나오기로 손꼽히는 장소로 각기 파견된 세 팀이 28일간 고립된 생활을 시작한다.
83,83,페이트: 윙스의 전설,/t/p/w94_and_h141_bestv2/pJDHmxahzldWiMlxRvlJGYT9e0F.jpg,"1월 22, 2021","마법 기숙학교 알피아에 모인 10대들. 마법의 힘을 다스리고 제어하고자, 그들은 나아간다. 의심과 회의에 흔들리면서도, 경쟁과 사랑에 휩쓸리면서도, 멈추지 않는다."
84,84,얼터드 카본,/t/p/w94_and_h141_bestv2/y6hhnILQMApgkIXYwi1vKsV7nbF.jpg,"2월  2, 2018","2018년 2월 Netflix에서 방영을 시작한 SF물. 리처드 K.모건의 동명의 소설을 원작으로 한다. 반정부 무장세력인 엔보이의 일원이었던 타케시 코바치는 체포되어 육체에서 저장소를 빼내는 의식보류형을 받는다. 250년 후, 막강한 영향력을 가진 뱅크로프트가 자살한 채 발견되는 사건이 벌어지고, 부활한 뱅크로프트는 자신이 자살했을 리가 없다며 타케시에게 엄청난 댓가와 완전 사면을 보수로 자신의 죽음의 미스테리를 풀어달라고 한다. 타케시는 자신의 과거와 자신을 불신하는 경찰, 뒷세계의 범죄자들과 상대하며 뱅크로프트의 죽음의 진상에 다가간다."
85,85,로스트 인 스페이스,/t/p/w94_and_h141_bestv2/wsHq1FmIBeSpzdhXxE8wRTC4xUe.jpg,"4월 13, 2018",지구보다 나은 삶을 향해 우주로 떠난 로빈슨 가족. 이주지로 향하던 도중 불시착하고 만다. 모든 것이 수상한 미지의 행성. 매 순간 새로운 위험에서 살아남아라!
86,86,섀도우 앤 본,/t/p/w94_and_h141_bestv2/v0qsqqLINgn4HDE1wxh8q9RkeBU.jpg,"4월 23, 2021","암흑의 시대, 둘로 나뉜 세상. 그곳에 마법의 힘을 지닌 소녀 병사가 나타난다. 어둠의 세력과 그 음모에 맞서, 그녀는 세상을 통일할 수 있을까. 빛을 가져올 수 있을까."
87,87,오드볼,/t/p/w94_and_h141_bestv2/cCJ60PDEXgavJ1vxWAjW1PMuZd6.jpg,"10월  7, 2022",동글동글 비눗방울 모양의 제임스는 이 세상 성가신 모든 것들에 의문을 품는다. 그런 성격 덕분에 두 절친과 함께하는 일상은 언제나 엉뚱한 모험으로 가득.
88,88,스카이 로호,/t/p/w94_and_h141_bestv2/lMJp1lqn6JA4uxIzsBQ79Pub5rv.jpg,"3월 19, 2021",각자 사연을 안고 매춘 클럽에서 일하는 세 여자. 우발적인 몸싸움 끝에 포주에게 치명상을 입히면서 무지막지한 도주를 시작한다. 놈의 수하들을 피해 끝까지 달려라. 이 고비만 넘기면 과거에서 벗어나 자유와 새 인생을 거머쥘 수 있으니.
89,89,끝까지 살아남아라,/t/p/w94_and_h141_bestv2/jr7GxQpohdJ67IPedXIO7rN1dMv.jpg,"3월 10, 2023","극한의 알래스카 야생 환경. 16명의 서바이벌 참가자가 거액의 상금을 손에 넣기 위해 경쟁을 벌인다. 단, 이 외톨이 늑대들은 반드시 팀의 일원이 되어야만 승리할 수 있다."
90,90,반항아들,/t/p/w94_and_h141_bestv2/pEbiwD7kChJRS93YuG7Wbfiiw4R.jpg,"1월  5, 2022",새로운 학기가 시작된 엘리트 웨이 스쿨. 학교의 공공연한 적이자 비밀 클럽인 '로히아'가 움직임을 개시한다. 1학년 새내기들의 음악을 향한 꿈과 희망을 짓밟고자.
91,91,엄마는 둘밖에 없지,/t/p/w94_and_h141_bestv2/tQhQPIO85lIEbodo9qkGrWVNg0r.jpg,"1월 20, 2021","같은 날, 같은 병원에서 분만한 두 산모. 아기와의 행복한 일상에 젖어있던 이들에게 아기가 바뀌었다는 소식이 날아든다. 그렇다고 서로에게 아기를 돌려줄(?) 수도, 떨어져 살 수도 없다는 이들. 그럼 다 같이 사는 수밖에!"
92,92,하우스 오브 카드,/t/p/w94_and_h141_bestv2/hKWxWjFwnMvkWQawbhvC0Y7ygQ8.jpg,"2월  1, 2013",2013년 2월 Netflix에서 방영을 시작한 정치 스릴러. 마이클 돕스의 동명의 소설  및 BBC에서 방영된 동명의 미니시리즈를 원작으로 한다. 2013년 대선 직후의 워싱턴 D.C. 민주당의 하원 원내총무인 프랭크 언더우드는 경력 25년의 노련한 정치인으로써 현 대통령을 만든 킹 메이커 역할을 완벽하게 수행했다. 그 대가로 국무장관을 약속 받았지만 임명을 받지 못해 복수를 다짐하는데...
93,93,디스인챈트,/t/p/w94_and_h141_bestv2/yDETGglhrzdNoDoUBdMVREixcyV.jpg,"8월 17, 2018","무너져 가는 중세 왕국 드림랜드. 스스로 운명을 개척하고 싶은 술고래 공주 빈은 거침없는 성격의 엘포, 말썽쟁이 악마 루시를 친구 삼아 모험을 떠난다. 억세게 운 나쁜 삼총사는 이 여정에서 거인, 장난꾸러기 요정, 하르피아이, 작은 도깨비, 트롤, 바다코끼리, 수많은 얼간이 인간들을 마주치는데..."
94,94,그녀의 이름은 난노,/t/p/w94_and_h141_bestv2/7s1VshVFh7zbN5pcBJRXvcxF04l.jpg,"10월 27, 2018","침묵하고 복종하면 폭력의 제물이 될 뿐이다. 허울 좋은 학교, 그곳의 비밀과 거짓말을 폭로하는 난노. 이 도도하고 영악한 소녀가 어둠 속 세상의 진짜 모습을 드러낸다."
95,95,쿵푸팬더: 용의 기사,/t/p/w94_and_h141_bestv2/fu4sl64jRJlCadjc1VnkqBC4Xi8.jpg,"7월 14, 2022",모두에게 사랑받는 쿵푸팬더 포가 중국에서 느긋하게 식도락을 즐기던 중 마법 무기를 악용했다는 누명을 쓴다. 결백을 증명하기로 마음먹은 포. 지나치게 예의 바르고 참을성이 없는 영국 기사와 손을 잡고 거대한 운명의 모험을 시작한다.
96,96,인티머시,/t/p/w94_and_h141_bestv2/xUJwNJx5f39SgUtOqFIRCvZPeik.jpg,"6월 10, 2022",누군가가 몰래 촬영한 섹스 테이프가 유출됐다. 유력 정치인으로 활동 중인 그녀의 커리어는 이제 어떻게 될 것인가.
97,97,Longmire,/t/p/w94_and_h141_bestv2/yrdt5lscyJ5j5GSbhl99x3SRN66.jpg,"6월  3, 2012",정보 없음
98,98,Diario de un Gigoló,/t/p/w94_and_h141_bestv2/xuqszO6iQXqBsD4kP2xhlBN5ggc.jpg,"9월  7, 2022",정보 없음
99,99,마인드헌터,/t/p/w94_and_h141_bestv2/fbKE87mojpIETWepSbD5Qt741fp.jpg,"10월 13, 2017",단지 미치광이의 소행인가. 무차별 잔혹 범죄가 급증한 1970년대 말. FBI 행동과학부 요원들은 잇달아 발생한 강력 사건 해결을 위해 살인마들과 위험한 대화를 시작한다. FBI 엘리트 요원이 프로파일링 기법을 이용하여 악명 높은 범죄자들을 추적하는 모습을 그린 스릴러 시리즈.
100,100,El cartel de los sapos: El origen,/t/p/w94_and_h141_bestv2/5EDGgVdkH5qNC8tYdImb2QdnhIK.jpg,"7월 28, 2021",정보 없음
101,101,뤼팽,/t/p/w94_and_h141_bestv2/sgxawbFB5Vi5OkPWQLNfl3dvkNJ.jpg,"1월  8, 2021","한 남자가 뼈아픈 배신을 겪은 가족을 위해 복수의 칼을 품는다. 그리고 새로운 전설이 시작된다. 오마르 시 주연으로, 괴도 아르센 뤼팽을 현대적으로 재해석한 작품."
102,102,시간여행자,/t/p/w94_and_h141_bestv2/aUVeyeyTrQrSFuUkqLCT8FtV7pp.jpg,"10월 17, 2016","몇백년 후, 마지막으로 살아남은 인류는 자신들의 의식을 과거로 보낼 수 있는 기술을 개발한다. 21세기 사람들의 의식에 들어간 이 '시간여행자'들은 보통의 삶을 살면서 앞으로 닥쳐올 끔찍한 미래에서 인류를 지키기 위한 미션을 수행한다."
103,103,쥬라기 월드: 백악기 어드벤처,/t/p/w94_and_h141_bestv2/nkCbCmlwjwT6QL44DqG7qE9ch8H.jpg,"9월 18, 2020",세계 최초로 끝내주게 멋진 경험을 하게 될 줄 알았다. 백악기 캠프 1기 참가자로 뽑힌 여섯 명의 십 대. 이들은 곧 공포에 휩싸인다. 최고의 포식자 공룡이 풀려났다!
104,104,마이 리틀 포니: 나만의 마법,/t/p/w94_and_h141_bestv2/jfmQPOHnuARC7YxGYC1vMMph3vp.jpg,"9월 26, 2022","포니 마법으로 가득한 곳, 이퀘스트리아에 온 걸 환영해. 집, 써니, 이지, 핍, 히치는 오늘도 모험을 떠날 참인가 봐. 우리도 함께 가 보자!"
105,105,드래곤 길들이기: 세상 끝으로,/t/p/w94_and_h141_bestv2/8p0raLxaxLeK4g19eXk39RfUrb7.jpg,"6월 26, 2015",《드래곤 길들이기》 제작진이 새롭게 만든 시리즈. 다른 세상이 궁금한 히컵. 투슬리스와 함께 더 넓은 세계로 떠나자. 드래곤과 신나는 모험이 기다리는 그곳으로!
106,106,더 크루: 갱랜드,/t/p/w94_and_h141_bestv2/57RRZblIcSYpcyct6M0HdH7FjXu.jpg,"9월 24, 2021","마약 밀매 조직에 납치된 가족을 구하기 위해 총을 든 베테랑 무장 강도. 소수정예의 크루 멤버들과 함께 그가 뛰어든 곳은, 피로 피를 씻는 마피아 패밀리들의 전장이었다."
107,107,캐슬바니아,/t/p/w94_and_h141_bestv2/ubDtIBwdS9b29sBofAkqWz3PqkT.jpg,"7월  7, 2017",드라큘라에게 포위된 도시. 그가 조종하는 괴수 군단의 공격으로부터 도시를 구하기 위해 한 남자가 전투를 시작한다. 클래식 비디오 게임에서 영감을 받은 시리즈.
108,108,어둠 속의 감시자,/t/p/w94_and_h141_bestv2/6RrseODZo2e66XOzC1XMzMuecnf.jpg,"10월 13, 2022","불길한 편지, 수상한 이웃, 사악한 위협. 한 가족이 꿈에 그리던 집을 찾아 교외로 이사 온다. 그러나 이 집에서 그들이 마주한 것은 악몽 그 자체인데."
109,109,워리어 넌: 신의 뜻대로,/t/p/w94_and_h141_bestv2/yglI2FQzq19hFy5imhhjONhxkVf.jpg,"7월  2, 2020",어떤 운명이 그녀를 기다리는 걸까. 새로운 생명과 신비한 힘을 얻은 고아 소녀. 헤일로의 운반자로 선택된 그녀가 천년의 비밀을 간직한 수녀들과 함께 악마에게 맞선다.
110,110,레모니 스니켓의 위험한 대결,/t/p/w94_and_h141_bestv2/g7GgbCSNgeEg5etQhfNDTkICctM.jpg,"1월 13, 2017","넷플릭스 오리지널 시리즈로 새롭게 태어난 세계적인 베스트셀러 [레모니 스니켓의 위험한 대결]. 갑작스런 화재로 부모님을 잃게 된 보들레어가의 세 남매 바이올렛, 클로스, 써니의 파란만장한 일대기를 그린다. 부주의한 실수로 인해 어딘가 수상쩍어 보이는 먼 친척 올라프 백작에게 맡겨지게 된 보들레어가 세 남매. 알고보니 올라프 백작은 세 남매의 유산을 가로채려는 검은 속내를 지니고 있는 사악한 인물이다. 올라프 백작의 각종 계략이 실패로 돌아가고 사악한 속내가 밝혀지게 되지만 그는 포기하지 않고 각종 이상한 변장으로 아이들과 다른 후견인들 앞에 나타나 끊임없이 괴롭힌다. 보들레어 세 남매는 올라프 백작의 온갖 권모술수의 위협을 피하는 한편 부모님의 죽음을 둘러싼 숨겨진 비밀의 단서를 찾게 된다."
111,111,산토,/t/p/w94_and_h141_bestv2/nQszDXGfiM0FLZ1ZQ1M5vkpv9OT.jpg,"9월 16, 2022",대서양을 사이에 둔 두 명의 경찰이 이제껏 한 번도 얼굴을 드러내지 않은 국제 마약상을 쫓기 위해 필사의 추적을 시작한다.
112,112,퀸스 갬빗,/t/p/w94_and_h141_bestv2/vcCx1ngs1FSbMCDgl4TwJViCKXy.jpg,"10월 23, 2020","1950년대 말, 버려져서 켄터키의 한 고아원에 맡겨지는 어린 베스 하먼. 주 정부가 어린이들에게 진정제로 제공하는 진통제에 중독되는 과정에서, 베스는 체스에 대한 놀라운 재능을 발견한다. 자신의 문제들에 시달리면서, 중독성 있는 약물과 강한 집착에 힘입은 베스. 소녀는 남성이 지배하는 프로 체스 세계의 전통적인 경계를 정복하겠다는 의지를 불태우면서, 엄청난 기술을 가진 매력적인 외톨이로 변신한다. 그녀는 인생의 전부인 꿈을 이룰 수 있을까."
113,113,종이의 집: 도쿄에서 베를린까지,/t/p/w94_and_h141_bestv2/lIa5eVVFdVNQmfAlKRexoJCVVd1.jpg,"9월  3, 2021","도쿄, 교수 등 <종이의 집>의 캐릭터를 연기한 배우들과 제작진이 비하인드 스토리를 공개한다. 이들은 어떤 감정을 담아 연기하고, 또 어떤 과정을 통해 화제의 시리즈를 탄생시켰을까?"
114,114,"오, 발레리아",/t/p/w94_and_h141_bestv2/bY2RNQmuQI3f1qGJ5xSNOEza9Pp.jpg,"5월  8, 2020","결혼하면 연애 세포는 죽어 마땅할까. 뜨겁게 사랑하고 치열하게 일하고 싶은 그녀, 그런데 현실은... 소설도 사랑도 꽉 막혔다. 유일한 위로는 든든한 친구들뿐. 하지만 인생, 이제 겨우 도입부인걸. 클라이맥스가 다가온다!"
115,115,웰컴 투 에덴,/t/p/w94_and_h141_bestv2/iZSmq8iOupIIirR7rsvLqp5Ghi2.jpg,"5월  6, 2022","당신은 행복한가?  이 질문을 통해 소아, 그리고 소셜 미디어를 활발하게 사용하는 매력적인 젊은 남녀 넷이 역사상 가장 특별한 파티에 초대받는다. 새로운 음료 브랜드가 비밀의 섬에서 마련한 이 파티는 흥미진진한 모험으로 출발해 이내 삶의 여행으로 바뀐다. 하지만 낙원은 겉으로 보이는 것과는 다른 곳...  에덴에 오신 것을 환영합니다."
116,116,하트스토퍼,/t/p/w94_and_h141_bestv2/wJJt1HG62h3WoGnLcRIbO2nNNkg.jpg,"4월 22, 2022",학교에서 만나 친구가 된 찰리와 닉. 우정인 줄만 알았는데 둘 사이에 그 이상의 감정이 싹튼다. 10대들의 학교생활과 풋풋한 사랑을 다룬 성장 드라마 시리즈.
117,117,집시,/t/p/w94_and_h141_bestv2/dNiI4TdbTb9Mc8ACKQnW9gHCxGZ.jpg,"6월 30, 2017",비밀을 간직한 상담 치료사 진 홀러웨이. 그녀는 환자들의 삶에 존재하는 이들을 찾아가 친밀하면서도 위험한 관계를 맺곤 한다. 위태로운 긴장이 부글거리는 심리 스릴러.
118,118,킹덤,/t/p/w94_and_h141_bestv2/zXfQcdTx0jxbH5Atpwjvb5z5VjE.jpg,"1월 25, 2019","2019년 1월 Netflix에서 방영을 시작한 좀비물. 병든 왕을 둘러싸고 흉흉한 소문이 떠돈다. 왕에게 이상한 일이 벌어지고 있다는 걸 알게 된 왕세자 이창이 왕을 진료한 의원을 찾아 나선다. 어둠에 뒤덮인 조선, 기이한 역병에 신음하는 산하. 동래 지휼현에 왔다가 역병의 실체를 보게 되고, 호위무사인 무영과 함께 이 병이 전국적으로 퍼져나가는 걸 막기 위해 싸운다. 정체 모를 악에 맞서 백성을 구원할 희망은 오직 세자뿐인데..."
119,119,더 모스트 뷰티풀 플라워,/t/p/w94_and_h141_bestv2/oIiDdWpR0zsFgdzzgVjEDZ8xrsl.jpg,"12월  7, 2022","통통한 몸매, 곱슬곱슬한 머리카락 그리고 무엇보다 넘치는 자신감을 지닌 미치. 스스로 끝내주게 멋지다고 믿고 있다. 다만 소치 고등학교의 다른 모든 이들을 설득하는 일이 남았을 뿐."
120,120,컨트롤 Z,/t/p/w94_and_h141_bestv2/6sDFqQ2mflrxz3n1wgJQxRODiOd.jpg,"5월 22, 2020",어느 날 전교생 앞에서 폭로된 한 여고생의 비밀. 하지만 이것은 시작에 불과했다. 학생들을 이간질하고 협박해 비밀을 하나둘 까발리려 하는 정체불명의 해커. 제멋대로 날뛰는 그의 정체를 밝히려 한 아웃사이더가 나선다.
121,121,스위트 투스: 사슴뿔을 가진 소년,/t/p/w94_and_h141_bestv2/zIzynKFGLUpCAj3h0zahSL6nZ3M.jpg,"6월  4, 2021","반은 인간이고 반은 사슴. 하지만 너무도 사랑스러운 소년. 그 아이가 종말 이후의 세상을 가로질러 위험한 모험을 시작한다. 퉁명스러운 보호자와 함께, 어딘가 있을 새로운 시작을 찾아."
122,122,채울 수 없는,/t/p/w94_and_h141_bestv2/diN0c6j4mkvk4xuiTpQoZ50f5Lo.jpg,"8월 10, 2018","굴욕적인 날들이여, 이젠 안녕! 180도 달라진 외모로 미인 대회에 도전하는 패티. 그녀의 목적은 오직 복수! 패티의 코치도, 그녀의 불타오르는 분노를 막을 순 없다."
123,123,센스8,/t/p/w94_and_h141_bestv2/kmyvlQ9QKzgdZY31rXaUlgCnzrB.jpg,"6월  5, 2015","한발의 총성, 하나의 죽음, 한 순간의 시간이 여덟명의 마음을 단절된 세상 속에서 하나로 단단히 연결했다. 그들 스스로가 서로의 삶속에 투영되어 서로의 비밀을 공유하고, 상상할수 없는 고난을 겪으며 평범했던 사람들은 결국 ""센세이트""로 다시 태어났다."
124,124,못 말리는 패밀리,/t/p/w94_and_h141_bestv2/qMzwO952hMWQSCfHkp7IL20s4K7.jpg,"11월  2, 2003",못 말리는 가족들이 함께 가업을 잇고자 고군분투하는 모습을 코믹하게 그려낸 가족 코미디
125,125,라나 나이두,/t/p/w94_and_h141_bestv2/4kUF7cO76W4vEx70KVfwmju6Vud.jpg,"3월 10, 2023",발리우드에서 어떤 문제가 생기든 라나 나이두가 해결 못 할 일은 없다. 그런데 갑작스럽게 출소한 아버지로 인해 골칫거리가 발생하고 천하의 해결사도 어쩌지 못할 난맥상이 펼쳐진다.
126,126,철권: 블러드라인,/t/p/w94_and_h141_bestv2/8qxgGbffZh2UmmFsqLykGKfNPRU.jpg,"8월 18, 2022","어릴 때 어머니로부터 가문의 호신술인 '카자마류 고무술'을 배운 카자마 진. 그럼에도 불구하고 그는 가공할 악이 갑자기 나타나자 무력했다. 그 결과, 소중한 모든 것이 파괴당해 삶이 영원히 바뀐 진. 아무것도 막지 못한 자신에게 화가 난 진은 복수를 다짐하고, 이를 위한 절대적인 힘을 추구한다. 그 여정은 세계 무대에서 펼쳐지는 궁극의 배틀인 킹 오브 아이언 피스트 토너먼트로 이어진다."
127,127,그랜드 아미,/t/p/w94_and_h141_bestv2/muCLCLA9RiYsVhk7pjzcbShsUYq.jpg,"10월 16, 2020",우린 여기서 벗어날 수 있을까. 브루클린에서 가장 큰 공립 고등학교. 전쟁터나 다름없는 이곳에서 다섯 아이들이 세상과 맞선다. 더 나은 미래를 바라도 되는 거잖아?
128,128,트롤헌터: 아카디아의 전설,/t/p/w94_and_h141_bestv2/j9hpaAuy3AVw1Zpj2k9V6eAix3b.jpg,"12월 23, 2016",스토리텔링의 귀재 기예르모 델 토로의 판타지 소설이 애니메이션으로 찾아왔다. 평범한 소년이 마을 지하에 존재하는 놀라운 몬스터의 세계를 발견하며 펼쳐지는 이야기.
129,129,세인트 세이야: 12궁의 기사단,/t/p/w94_and_h141_bestv2/yzfjuIkWzO0ImMEgg9fMHDzR3JP.jpg,"7월 19, 2019","아테나 여신이 수백 년 만에 부활한다. 그녀를 지키기 위해 모인 12궁의 기사단. 하지만 불길한 예언이 세상에 떠돌자, 전사들은 이에 맞서 힘겨운 싸움을 시작한다."
130,130,원피스,/t/p/w94_and_h141_bestv2/uf3015BV7eHsjRhEWeRySHB6y5L.jpg,정보 없음,"해적 중의 해적을 꿈꾸며, 보물 중의 보물을 찾아 떠나는 소년의 모험. 오랫동안 사랑받은 오다 에이이치로의 베스트셀러 일본 만화가 실사 시리즈로 재탄생한다."
131,131,마블 제시카 존스,/t/p/w94_and_h141_bestv2/ArPTn8ltbf4gcfTYlhXU0K6hQBF.jpg,"11월 20, 2015","2015년 11월  Netflix에서 방영을 시작한 드라마. 어린 시절 가족과 차를 타고 가던 제시카 존스는 화학물질을 싣고 가던 트럭과 충돌하여 가족은 모두 죽고 자신은 괴력과 부상 회복능력을 지니게 된다. 시간이 흘러 뉴욕에서 사립 탐정으로 활동하던 제시카 존스는 우연히 마인드 컨트롤 능력을 통해 자신을 이용해 범죄를 저지르던 남자, 킬그레이브가 살아있다는 것을 알게 된다. 자신이 처치한  줄 알았던 킬그레이브가 살이 있는 걸 알게 된 제시카 존스는 멀리 도망치려는 마음을 접고 그녀의 인생을 파괴한 킬그레이브와 승부를 보기로 결정한다."
132,132,에덴,/t/p/w94_and_h141_bestv2/z0KzC5YgYssfa6cqNRkN4MrSkIq.jpg,"5월 27, 2021",인류가 사라진 유토피아에 푸른 자연이 넘실댄다. 그곳에서 로봇들이 은밀하게 키운 인간 소녀. 그 소중한 아이가 위험한 길을 떠나려 한다. 낙원 뒤에 숨은 어두운 비밀을 파헤치기 위해.
133,133,예감,/t/p/w94_and_h141_bestv2/jHV0cRQQSBi2juHsvhOOosKHGJ8.jpg,"4월 20, 2022",아내를 살해한 장기 매매단에 기필코 복수하겠다는 의지를 불태우는 한 남자. 그는 아내의 심장을 이식받은 여자와 인연을 맺게 된다.
134,134,레인,/t/p/w94_and_h141_bestv2/qGNfbDHjHN4zDZQlQiByPhU5oAr.jpg,"5월  4, 2018",언제까지 기다릴 것인가. 치명적 바이러스가 세상을 휩쓴 지 6년. 벙커에서 살아남은 남매는 젊은 생존자 무리에 합류한다. 가족을 찾기 위한 위험한 여정의 시작.
135,135,파워 레인저,/t/p/w94_and_h141_bestv2/8lnX8RWeGBdEQPOvf2IKoRtKfZO.jpg,"8월 28, 1993",정보 없음
136,136,네버 해브 아이 에버,/t/p/w94_and_h141_bestv2/mVHy2CbUqtnNYi7v6oOl6fV1Bm6.jpg,"4월 27, 2020","최고로 힘든 한 해를 보냈다. 이제 보상을 좀 받아야겠지? 인도계 미국인 소녀 데비의 반란. 올해는 학교에서 제일 우울한 애에서, 부러운 애로 신분 상승할 테다! 응?"
137,137,바스타드: 암흑의 파괴신,/t/p/w94_and_h141_bestv2/nqqGHIgoTdvBeHaMNwGSj1NT6Uk.jpg,"6월 30, 2022","어둠의 세력이 파괴신 안스라삭스를 부활시키려 하자, 메타 리카나 왕국은 어디로 튈지 모르는 안하무인 마법사에게 도움을 청한다."
138,138,분노의 질주: 스파이 레이서,/t/p/w94_and_h141_bestv2/ejqbIUDbSWlgDeCoKBFGwbFML3N.jpg,"12월 26, 2019","스릴 넘치는 모험은 우리의 것! 뛰어난 운전 실력을 갖춘 토니와 친구들. 정부 기관에 영입돼 스파이 활동을 펼친다. 비밀스러운 임무와 자동차경주, 우리에게 딱 맞는걸?"
139,139,어나더 라이프,/t/p/w94_and_h141_bestv2/tqRWWuMnZ8Vq9bTZmPZPTVNDCTQ.jpg,"7월 25, 2019","거대한 외계 물체가 지구에 착륙한다. 그 물체가 보내는 신호를 따라, 외계 생명체의 흔적을 좇아, 우주로 떠나는 니코와 대원들. 미지의 위험이 그들을 기다리고 있다."
